380, 0.0002000
381, 0.0002280
382, 0.0002610
383, 0.0002990
384, 0.0003440
385, 0.0003960
386, 0.0004550
387, 0.0005250
388, 0.0006040
389, 0.0006960
390, 0.0008000
391, 0.0009160
392, 0.0010500
393, 0.0012000
394, 0.0013600
395, 0.0015500
396, 0.0017500
397, 0.0018800
398, 0.0022300
399, 0.0025000
400, 0.0028000
401, 0.0031200
402, 0.0034600
403, 0.0038300
404, 0.0042300
405, 0.0046600
406, 0.0051200
407, 0.0056200
408, 0.0061700
409, 0.0067600
410, 0.0074000
411, 0.0081500
412, 0.0089600
413, 0.0098300
414, 0.0108000
415, 0.0118000
416, 0.0128000
417, 0.0140000
418, 0.0151000
419, 0.0163000
420, 0.0175000
421, 0.0186000
422, 0.0196000
423, 0.0207000
424, 0.0217000
425, 0.0227000
426, 0.0236000
427, 0.0246000
428, 0.0255000
429, 0.0264000
430, 0.0273000
431, 0.0283000
432, 0.0294000
433, 0.0304000
434, 0.0315000
435, 0.0326000
436, 0.0337000
437, 0.0347000
438, 0.0358000
439, 0.0369000
440, 0.0379000
441, 0.0388000
442, 0.0398000
443, 0.0406000
444, 0.0415000
445, 0.0424000
446, 0.0433000
447, 0.0441000
448, 0.0450000
449, 0.0459000
450, 0.0468000
451, 0.0477000
452, 0.0487000
453, 0.0498000
454, 0.0509000
455, 0.0521000
456, 0.0534000
457, 0.0549000
458, 0.0564000
459, 0.0581000
460, 0.0600000
461, 0.0626000
462, 0.0653000
463, 0.0680000
464, 0.0709000
465, 0.0739000
466, 0.0770000
467, 0.0803000
468, 0.0837000
469, 0.0872000
470, 0.0910000
471, 0.0949000
472, 0.0990000
473, 0.1040000
474, 0.1080000
475, 0.1130000
476, 0.1180000
477, 0.1230000
478, 0.1280000
479, 0.1330000
480, 0.1390000
481, 0.1450000
482, 0.1500000
483, 0.1560000
484, 0.1630000
485, 0.1690000
486, 0.1760000
487, 0.1840000
488, 0.1910000
489, 0.1990000
490, 0.2080000
491, 0.2170000
492, 0.2270000
493, 0.2370000
494, 0.2470000
495, 0.2590000
496, 0.2700000
497, 0.2822900
498, 0.2950500
499, 0.3085700
500, 0.3230000
501, 0.3384000
502, 0.3546800
503, 0.3716900
504, 0.3892800
505, 0.4073000
506, 0.4256200
507, 0.4443000
508, 0.4633900
509, 0.4829300
510, 0.5030000
511, 0.5235600
512, 0.5445100
513, 0.5656900
514, 0.5869600
515, 0.6082000
516, 0.6293400
517, 0.6503000
518, 0.6708700
519, 0.6908400
520, 0.7100000
521, 0.7281800
522, 0.7454600
523, 0.7619600
524, 0.7778300
525, 0.7932000
526, 0.8081100
527, 0.8224900
528, 0.8363000
529, 0.8494900
530, 0.8620000
531, 0.8738100
532, 0.8849600
533, 0.8954900
534, 0.9054400
535, 0.9148500
536, 0.9237300
537, 0.9320900
538, 0.9399200
539, 0.9472200
540, 0.9540000
541, 0.9602500
542, 0.9660000
543, 0.9712600
544, 0.9760200
545, 0.9803000
546, 0.9840900
547, 0.9874800
548, 0.9903100
549, 0.9928100
550, 0.9949500
551, 0.9967100
552, 0.9980900
553, 0.9991100
554, 0.9997400
555, 1.0000000
556, 0.9998500
557, 0.9993000
558, 0.9983200
559, 0.9968900
560, 0.9950000
561, 0.9926000
562, 0.9897400
563, 0.9864400
564, 0.9827200
565, 0.9786000
566, 0.9740800
567, 0.9691700
568, 0.9638500
569, 0.9581300
570, 0.9520000
571, 0.9454500
572, 0.9384900
573, 0.9311600
574, 0.9234500
575, 0.9154000
576, 0.9070000
577, 0.8982700
578, 0.8892000
579, 0.8797800
580, 0.8700000
581, 0.8598600
582, 0.8493900
583, 0.8386200
584, 0.8275800
585, 0.8163000
586, 0.8047900
587, 0.7930800
588, 0.7811900
